"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","0","32","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","0","30","2","0.000000","0","30"
"/Game/Player/Animations/ToThrowAway/Paladin_MAT.Paladin_MAT","0","0","26","1","0.000000","0","0"
"/Game/Items/Skills/ArrowRain/Arrow/Arrow1.Arrow1","0","0","26","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","24","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","0","24","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","0","20","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","0","12","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","0","12","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","0","20","1","0.000000","0","0"
"/Game/FX/Effects/M_InjuryFX.M_InjuryFX","0","0","10","1","0.000000","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","0","69","3","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","0","12","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","0","12","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","0","20","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","0","20","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","0","24","2","0.000000","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_Glass.M_Glass","0","0","27","1","0.000000","0","27"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","0","25","1","0.000000","0","0"
"/Game/Enemies/ToThrowAway/mutant_M.mutant_M","0","0","26","1","0.000000","0","0"
"/Game/Cursor/M_Cursor.M_Cursor","0","0","54","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_WIP_Tile.M_UI_WIP_Tile","0","0","10","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","0","32","2","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Foliage.MM_Foliage","0","0","29","1","0.000000","0","0"
"/Game/Art/Particles/MM_Fire.MM_Fire","0","0","32","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Surface.MM_Surface","0","0","25","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Surface_WMetallic.MM_Surface_WMetallic","0","0","25","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_GodsRay.MM_GodsRay","0","0","3","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Prefabs_TwoSided.MM_Prefabs_TwoSided","0","0","16","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Prefabs.MM_Prefabs","0","0","14","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Shadow_tricks.MM_Shadow_tricks","0","0","29","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_Light.MM_Light","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/6_Patterns/2_HexagonalTiling/M_UI_HexagonalTiling.M_UI_HexagonalTiling","0","0","20","2","0.000000","0","10"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/Art/Materials/Master_materials/MM_FogDepth_01a.MM_FogDepth_01a","0","0","18","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/1_Transforms/4_Flip/M_UI_Flip.M_UI_Flip","0","0","20","2","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/8_Utilities/2_SteppedGradient/M_UI_SteppedGradient.M_UI_SteppedGradient","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/2_Gradients/3_AngleGradient/M_UI_AngleGradient.M_UI_AngleGradient","0","0","20","2","0.000000","0","10"
"/Game/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","0","9","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/3_Time/2_EasingFunctions/M_UI_EasingFunctions.M_UI_EasingFunctions","0","0","100","10","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/7_UVDistortion/4_WaveWarp/M_UI_WaveWarp.M_UI_WaveWarp","0","0","30","3","0.000000","0","10"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","0","40","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","0","25","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","0","15","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","0","40","2","0.000000","0","0"
"/Game/Fade/MM_Fade.MM_Fade","0","0","29","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_ProfileCard.M_UI_ProfileCard","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/7_UVDistortion/2_Skew/M_UI_Skew.M_UI_Skew","0","0","20","2","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/2_Gradients/1_LinearGradient/M_UI_LinearGradient.M_UI_LinearGradient","0","0","30","3","0.000000","0","10"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","0","80","4","0.000000","0","95"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","108","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","0","9","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","0","0","15","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","0","18","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","0","40","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","0","35","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","0","12","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","0","52","3","0.000000","0","12"
"/Game/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","0","9","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","0","9","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","0","15","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","15","1","0.000000","0","0"
"/Game/FX/Effects/Slash/M_Slash.M_Slash","0","0","46","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","0","0","47","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/8_Utilities/4_PingPong/M_UI_PingPong.M_UI_PingPong","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/8_Utilities/3_Pixelate/M_UI_Pixelate.M_UI_Pixelate","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/2_Gradients/5_RemappableGradient/M_UI_RemappableGradient.M_UI_RemappableGradient","0","0","30","3","0.000000","0","10"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","0","84","3","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_Slot.M_UI_Slot","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_ProgressBar_Segmented.M_UI_ProgressBar_Segmented","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/5_Masks/1_Blind/M_UI_BlindMask.M_UI_BlindMask","0","0","20","2","0.000000","0","20"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_Liquid_Fill.M_UI_Liquid_Fill","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/5_Masks/5_Sectors/M_UI_Sectors.M_UI_Sectors","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/5_Masks/6_Rings/M_UI_Rings.M_UI_Rings","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/5_Masks/4_RadialSegments/M_UI_Radial_Segments.M_UI_Radial_Segments","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/8_Utilities/1_Random/M_UI_Random.M_UI_Random","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/6_Patterns/1_GridTiling/M_UI_GridTiling.M_UI_GridTiling","0","0","20","2","0.000000","0","10"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_TileBackground.M_UI_TileBackground","0","0","20","2","0.000000","0","20"
"/Game/UI/UIMaterialLab/Materials/4_Shapes/1_SDFs/M_UI_SDFs.M_UI_SDFs","0","0","40","4","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/3_Time/3_TimeDisplace/M_UI_TimeDisplace.M_UI_TimeDisplace","0","0","50","5","0.000000","0","10"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_ObjectiveFill.M_UI_ObjectiveFill","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_LedBackground.M_UI_LedBackground","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_Button3.M_UI_Button3","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_Button2.M_UI_Button2","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Widgets/ComponentMaterials/M_UI_Button.M_UI_Button","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/7_UVDistortion/3_PolarCoordinates/M_UI_PolarCoordinates.M_UI_PolarCoordinates","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/7_UVDistortion/1_Slant/M_UI_Slant.M_UI_Slant","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/6_Patterns/4_Halftone/M_UI_Halftone.M_UI_Halftone","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/5_Masks/3_Checkers/M_UI_Checkers.M_UI_Checkers","0","0","20","2","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/5_Masks/2_Wedges/M_UI_Wedges.M_UI_Wedges","0","0","30","3","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/4_Shapes/5_SDF_Effects/M_UI_SDF_Effects.M_UI_SDF_Effects","0","0","20","2","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/4_Shapes/4_Wave/M_UI_Wave.M_UI_Wave","0","0","20","2","0.000000","0","20"
"/Game/UI/UIMaterialLab/Materials/4_Shapes/3_SDF_Morphing/M_UI_SDF_Morphing.M_UI_SDF_Morphing","0","0","30","3","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/4_Shapes/2_SDF_BooleanOperations/M_UI_SDF_BooleanOperations.M_UI_SDF_BooleanOperations","0","0","70","7","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/3_Time/1_LinearTime/M_UI_LinearTime.M_UI_LinearTime","0","0","10","1","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/2_Gradients/4_SquareGradient/M_UI_SquareGradient.M_UI_SquareGradient","0","0","20","2","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/1_Transforms/6_Symmetry/M_UI_Symmetry.M_UI_Symmetry","0","0","30","3","0.000000","0","0"
"/Game/UI/UIMaterialLab/Materials/1_Transforms/3_Scale/M_UI_Scale.M_UI_Scale","0","0","20","2","0.000000","0","10"
"/Game/UI/UIMaterialLab/Materials/1_Transforms/2_Rotate/M_UI_Rotate.M_UI_Rotate","0","0","30","3","0.000000","0","10"
